Date,Bitcoin_price
"Jul 24, 2015",288.28
"Jul 25, 2015",288.7
"Jul 26, 2015",292.69
"Jul 27, 2015",293.62
"Jul 28, 2015",294.43
"Jul 29, 2015",289.59
"Jul 30, 2015",287.72
"Jul 31, 2015",284.65
"Aug 01, 2015",281.6
"Aug 02, 2015",282.61
"Aug 03, 2015",281.23
"Aug 04, 2015",285.22
"Aug 05, 2015",281.88
"Aug 06, 2015",278.58
"Aug 07, 2015",279.58
"Aug 08, 2015",261
"Aug 09, 2015",265.08
"Aug 10, 2015",264.47
"Aug 11, 2015",270.39
"Aug 12, 2015",266.38
"Aug 13, 2015",264.08
"Aug 14, 2015",265.68
"Aug 15, 2015",261.55
"Aug 16, 2015",258.51
"Aug 17, 2015",257.98
"Aug 18, 2015",211.08
"Aug 19, 2015",226.68
"Aug 20, 2015",235.35
"Aug 21, 2015",232.57
"Aug 22, 2015",230.39
"Aug 23, 2015",228.17
"Aug 24, 2015",210.5
"Aug 25, 2015",221.61
"Aug 26, 2015",225.83
"Aug 27, 2015",224.77
"Aug 28, 2015",231.4
"Aug 29, 2015",229.78
"Aug 30, 2015",228.76
"Aug 31, 2015",230.06
"Sep 01, 2015",228.12
"Sep 02, 2015",229.28
"Sep 03, 2015",227.18
"Sep 04, 2015",230.3
"Sep 05, 2015",235.02
"Sep 06, 2015",239.84
"Sep 07, 2015",239.85
"Sep 08, 2015",243.61
"Sep 09, 2015",238.17
"Sep 10, 2015",238.48
"Sep 11, 2015",240.11
"Sep 12, 2015",235.23
"Sep 13, 2015",230.51
"Sep 14, 2015",230.64
"Sep 15, 2015",230.3
"Sep 16, 2015",229.09
"Sep 17, 2015",229.81
"Sep 18, 2015",232.97
"Sep 19, 2015",231.49
"Sep 20, 2015",231.21
"Sep 21, 2015",227.09
"Sep 22, 2015",230.62
"Sep 23, 2015",230.28
"Sep 24, 2015",234.53
"Sep 25, 2015",235.14
"Sep 26, 2015",234.34
"Sep 27, 2015",232.76
"Sep 28, 2015",239.14
"Sep 29, 2015",236.69
"Sep 30, 2015",236.06
"Oct 01, 2015",237.55
"Oct 02, 2015",237.29
"Oct 03, 2015",238.73
"Oct 04, 2015",238.26
"Oct 05, 2015",240.38
"Oct 06, 2015",246.06
"Oct 07, 2015",242.97
"Oct 08, 2015",242.3
"Oct 09, 2015",243.93
"Oct 10, 2015",244.94
"Oct 11, 2015",247.05
"Oct 12, 2015",245.31
"Oct 13, 2015",249.51
"Oct 14, 2015",251.99
"Oct 15, 2015",254.32
"Oct 16, 2015",262.87
"Oct 17, 2015",270.64
"Oct 18, 2015",261.64
"Oct 19, 2015",263.44
"Oct 20, 2015",269.46
"Oct 21, 2015",266.27
"Oct 22, 2015",274.02
"Oct 23, 2015",276.5
"Oct 24, 2015",281.65
"Oct 25, 2015",283.68
"Oct 26, 2015",285.3
"Oct 27, 2015",293.79
"Oct 28, 2015",304.62
"Oct 29, 2015",313.86
"Oct 30, 2015",328.01
"Oct 31, 2015",314.17
"Nov 01, 2015",325.43
"Nov 02, 2015",361.19
"Nov 03, 2015",403.42
"Nov 04, 2015",411.56
"Nov 05, 2015",386.35
"Nov 06, 2015",374.47
"Nov 07, 2015",386.48
"Nov 08, 2015",373.37
"Nov 09, 2015",380.26
"Nov 10, 2015",336.82
"Nov 11, 2015",311.08
"Nov 12, 2015",338.15
"Nov 13, 2015",336.75
"Nov 14, 2015",332.91
"Nov 15, 2015",320.17
"Nov 16, 2015",330.75
"Nov 17, 2015",335.09
"Nov 18, 2015",334.59
"Nov 19, 2015",326.15
"Nov 20, 2015",322.02
"Nov 21, 2015",326.93
"Nov 22, 2015",324.54
"Nov 23, 2015",323.05
"Nov 24, 2015",320.05
"Nov 25, 2015",328.21
"Nov 26, 2015",352.68
"Nov 27, 2015",358.04
"Nov 28, 2015",357.38
"Nov 29, 2015",371.29
"Nov 30, 2015",377.32
"Dec 01, 2015",362.49
"Dec 02, 2015",359.19
"Dec 03, 2015",361.05
"Dec 04, 2015",363.18
"Dec 05, 2015",388.95
"Dec 06, 2015",388.78
"Dec 07, 2015",395.54
"Dec 08, 2015",415.56
"Dec 09, 2015",417.56
"Dec 10, 2015",415.48
"Dec 11, 2015",451.94
"Dec 12, 2015",435
"Dec 13, 2015",433.75
"Dec 14, 2015",444.18
"Dec 15, 2015",465.32
"Dec 16, 2015",454.93
"Dec 17, 2015",456.08
"Dec 18, 2015",463.62
"Dec 19, 2015",462.32
"Dec 20, 2015",442.69
"Dec 21, 2015",438.64
"Dec 22, 2015",436.57
"Dec 23, 2015",442.4
"Dec 24, 2015",454.99
"Dec 25, 2015",455.65
"Dec 26, 2015",417.27
"Dec 27, 2015",422.82
"Dec 28, 2015",422.28
"Dec 29, 2015",432.98
"Dec 30, 2015",426.62
"Dec 31, 2015",430.57
"Jan 01, 2016",434.33
"Jan 02, 2016",433.44
"Jan 03, 2016",430.01
"Jan 04, 2016",433.09
"Jan 05, 2016",431.96
"Jan 06, 2016",429.11
"Jan 07, 2016",458.05
"Jan 08, 2016",453.23
"Jan 09, 2016",447.61
"Jan 10, 2016",447.99
"Jan 11, 2016",448.43
"Jan 12, 2016",435.69
"Jan 13, 2016",432.37
"Jan 14, 2016",430.31
"Jan 15, 2016",364.33
"Jan 16, 2016",387.54
"Jan 17, 2016",382.3
"Jan 18, 2016",387.17
"Jan 19, 2016",380.15
"Jan 20, 2016",420.23
"Jan 21, 2016",410.26
"Jan 22, 2016",382.49
"Jan 23, 2016",387.49
"Jan 24, 2016",402.97
"Jan 25, 2016",391.73
"Jan 26, 2016",392.15
"Jan 27, 2016",394.97
"Jan 28, 2016",380.29
"Jan 29, 2016",379.47
"Jan 30, 2016",378.25
"Jan 31, 2016",368.77
"Feb 01, 2016",373.06
"Feb 02, 2016",374.45
"Feb 03, 2016",369.95
"Feb 04, 2016",389.59
"Feb 05, 2016",386.55
"Feb 06, 2016",376.52
"Feb 07, 2016",376.62
"Feb 08, 2016",373.45
"Feb 09, 2016",376.03
"Feb 10, 2016",381.65
"Feb 11, 2016",379.65
"Feb 12, 2016",384.26
"Feb 13, 2016",391.86
"Feb 14, 2016",407.23
"Feb 15, 2016",400.19
"Feb 16, 2016",407.49
"Feb 17, 2016",416.32
"Feb 18, 2016",422.37
"Feb 19, 2016",420.79
"Feb 20, 2016",437.16
"Feb 21, 2016",438.8
"Feb 22, 2016",437.75
"Feb 23, 2016",420.74
"Feb 24, 2016",424.95
"Feb 25, 2016",424.54
"Feb 26, 2016",432.15
"Feb 27, 2016",432.52
"Feb 28, 2016",433.5
"Feb 29, 2016",437.7
"Mar 01, 2016",435.12
"Mar 02, 2016",423.99
"Mar 03, 2016",421.65
"Mar 04, 2016",410.94
"Mar 05, 2016",400.57
"Mar 06, 2016",407.71
"Mar 07, 2016",414.32
"Mar 08, 2016",413.97
"Mar 09, 2016",414.86
"Mar 10, 2016",417.13
"Mar 11, 2016",421.69
"Mar 12, 2016",411.62
"Mar 13, 2016",414.06
"Mar 14, 2016",416.44
"Mar 15, 2016",416.83
"Mar 16, 2016",417.01
"Mar 17, 2016",420.62
"Mar 18, 2016",409.55
"Mar 19, 2016",410.44
"Mar 20, 2016",413.75
"Mar 21, 2016",413.31
"Mar 22, 2016",418.09
"Mar 23, 2016",418.04
"Mar 24, 2016",416.39
"Mar 25, 2016",417.18
"Mar 26, 2016",417.94
"Mar 27, 2016",426.76
"Mar 28, 2016",424.23
"Mar 29, 2016",416.52
"Mar 30, 2016",414.82
"Mar 31, 2016",416.73
"Apr 01, 2016",417.96
"Apr 02, 2016",420.87
"Apr 03, 2016",420.9
"Apr 04, 2016",421.44
"Apr 05, 2016",424.03
"Apr 06, 2016",423.41
"Apr 07, 2016",422.75
"Apr 08, 2016",420.35
"Apr 09, 2016",419.41
"Apr 10, 2016",421.56
"Apr 11, 2016",422.48
"Apr 12, 2016",425.19
"Apr 13, 2016",423.73
"Apr 14, 2016",424.28
"Apr 15, 2016",429.71
"Apr 16, 2016",430.57
"Apr 17, 2016",427.4
"Apr 18, 2016",428.59
"Apr 19, 2016",435.51
"Apr 20, 2016",441.39
"Apr 21, 2016",449.43
"Apr 22, 2016",445.74
"Apr 23, 2016",450.28
"Apr 24, 2016",458.56
"Apr 25, 2016",461.43
"Apr 26, 2016",466.09
"Apr 27, 2016",444.69
"Apr 28, 2016",449.01
"Apr 29, 2016",455.1
"Apr 30, 2016",448.32
"May 01, 2016",451.88
"May 02, 2016",444.67
"May 03, 2016",450.3
"May 04, 2016",446.72
"May 05, 2016",447.98
"May 06, 2016",459.6
"May 07, 2016",458.54
"May 08, 2016",458.55
"May 09, 2016",460.48
"May 10, 2016",450.89
"May 11, 2016",452.73
"May 12, 2016",454.77
"May 13, 2016",455.67
"May 14, 2016",455.67
"May 15, 2016",457.57
"May 16, 2016",454.16
"May 17, 2016",453.78
"May 18, 2016",454.62
"May 19, 2016",438.71
"May 20, 2016",442.68
"May 21, 2016",443.19
"May 22, 2016",439.32
"May 23, 2016",444.15
"May 24, 2016",445.98
"May 25, 2016",449.6
"May 26, 2016",453.38
"May 27, 2016",473.46
"May 28, 2016",530.04
"May 29, 2016",526.23
"May 30, 2016",533.86
"May 31, 2016",531.39
"Jun 01, 2016",536.92
"Jun 02, 2016",537.97
"Jun 03, 2016",569.19
"Jun 04, 2016",572.73
"Jun 05, 2016",574.98
"Jun 06, 2016",585.54
"Jun 07, 2016",576.6
"Jun 08, 2016",581.64
"Jun 09, 2016",574.63
"Jun 10, 2016",577.47
"Jun 11, 2016",606.73
"Jun 12, 2016",672.78
"Jun 13, 2016",704.38
"Jun 14, 2016",685.56
"Jun 15, 2016",694.47
"Jun 16, 2016",766.31
"Jun 17, 2016",748.91
"Jun 18, 2016",756.23
"Jun 19, 2016",763.78
"Jun 20, 2016",737.23
"Jun 21, 2016",666.65
"Jun 22, 2016",596.12
"Jun 23, 2016",623.98
"Jun 24, 2016",665.3
"Jun 25, 2016",665.12
"Jun 26, 2016",629.37
"Jun 27, 2016",655.27
"Jun 28, 2016",647
"Jun 29, 2016",639.89
"Jun 30, 2016",673.34
"Jul 01, 2016",676.3
"Jul 02, 2016",703.7
"Jul 03, 2016",658.66
"Jul 04, 2016",683.66
"Jul 05, 2016",670.63
"Jul 06, 2016",677.33
"Jul 07, 2016",640.56
"Jul 08, 2016",666.52
"Jul 09, 2016",650.96
"Jul 10, 2016",649.36
"Jul 11, 2016",647.66
"Jul 12, 2016",664.55
"Jul 13, 2016",654.47
"Jul 14, 2016",658.08
"Jul 15, 2016",663.25
"Jul 16, 2016",660.77
"Jul 17, 2016",679.46
"Jul 18, 2016",673.11
"Jul 19, 2016",672.86
"Jul 20, 2016",665.68
"Jul 21, 2016",665.01
"Jul 22, 2016",650.62
"Jul 23, 2016",655.56
"Jul 24, 2016",661.28
"Jul 25, 2016",654.1
"Jul 26, 2016",651.78
"Jul 27, 2016",654.35
"Jul 28, 2016",655.03
"Jul 29, 2016",656.99
"Jul 30, 2016",655.05
"Jul 31, 2016",624.68
"Aug 01, 2016",606.27
"Aug 02, 2016",547.47
"Aug 03, 2016",566.36
"Aug 04, 2016",578.29
"Aug 05, 2016",575.04
"Aug 06, 2016",587.78
"Aug 07, 2016",592.69
"Aug 08, 2016",591.05
"Aug 09, 2016",587.8
"Aug 10, 2016",592.1
"Aug 11, 2016",589.12
"Aug 12, 2016",587.56
"Aug 13, 2016",585.59
"Aug 14, 2016",570.47
"Aug 15, 2016",567.24
"Aug 16, 2016",577.44
"Aug 17, 2016",573.22
"Aug 18, 2016",574.32
"Aug 19, 2016",575.63
"Aug 20, 2016",581.7
"Aug 21, 2016",581.31
"Aug 22, 2016",586.75
"Aug 23, 2016",583.41
"Aug 24, 2016",580.18
"Aug 25, 2016",577.76
"Aug 26, 2016",579.65
"Aug 27, 2016",569.95
"Aug 28, 2016",573.91
"Aug 29, 2016",574.11
"Aug 30, 2016",577.5
"Aug 31, 2016",575.47
"Sep 01, 2016",572.3
"Sep 02, 2016",575.54
"Sep 03, 2016",598.21
"Sep 04, 2016",608.63
"Sep 05, 2016",606.59
"Sep 06, 2016",610.44
"Sep 07, 2016",614.54
"Sep 08, 2016",626.32
"Sep 09, 2016",622.86
"Sep 10, 2016",623.51
"Sep 11, 2016",606.72
"Sep 12, 2016",608.24
"Sep 13, 2016",609.24
"Sep 14, 2016",610.68
"Sep 15, 2016",607.15
"Sep 16, 2016",606.97
"Sep 17, 2016",605.98
"Sep 18, 2016",609.87
"Sep 19, 2016",609.23
"Sep 20, 2016",608.31
"Sep 21, 2016",597.15
"Sep 22, 2016",596.3
"Sep 23, 2016",602.84
"Sep 24, 2016",602.63
"Sep 25, 2016",600.83
"Sep 26, 2016",608.04
"Sep 27, 2016",606.17
"Sep 28, 2016",604.73
"Sep 29, 2016",605.69
"Sep 30, 2016",609.74
"Oct 01, 2016",613.98
"Oct 02, 2016",610.89
"Oct 03, 2016",612.13
"Oct 04, 2016",610.2
"Oct 05, 2016",612.51
"Oct 06, 2016",613.02
"Oct 07, 2016",617.12
"Oct 08, 2016",619.11
"Oct 09, 2016",616.75
"Oct 10, 2016",618.99
"Oct 11, 2016",641.07
"Oct 12, 2016",636.19
"Oct 13, 2016",636.79
"Oct 14, 2016",640.38
"Oct 15, 2016",638.65
"Oct 16, 2016",641.63
"Oct 17, 2016",639.19
"Oct 18, 2016",637.96
"Oct 19, 2016",630.52
"Oct 20, 2016",630.86
"Oct 21, 2016",632.83
"Oct 22, 2016",657.29
"Oct 23, 2016",657.07
"Oct 24, 2016",653.76
"Oct 25, 2016",657.59
"Oct 26, 2016",678.3
"Oct 27, 2016",688.31
"Oct 28, 2016",689.65
"Oct 29, 2016",714.48
"Oct 30, 2016",701.86
"Oct 31, 2016",700.97
"Nov 01, 2016",729.79
"Nov 02, 2016",740.83
"Nov 03, 2016",688.7
"Nov 04, 2016",703.24
"Nov 05, 2016",703.42
"Nov 06, 2016",711.52
"Nov 07, 2016",703.13
"Nov 08, 2016",709.85
"Nov 09, 2016",723.27
"Nov 10, 2016",715.53
"Nov 11, 2016",716.41
"Nov 12, 2016",705.05
"Nov 13, 2016",702.03
"Nov 14, 2016",705.02
"Nov 15, 2016",711.62
"Nov 16, 2016",744.2
"Nov 17, 2016",740.98
"Nov 18, 2016",751.59
"Nov 19, 2016",751.62
"Nov 20, 2016",731.03
"Nov 21, 2016",739.25
"Nov 22, 2016",751.35
"Nov 23, 2016",744.59
"Nov 24, 2016",740.29
"Nov 25, 2016",741.65
"Nov 26, 2016",735.38
"Nov 27, 2016",732.03
"Nov 28, 2016",735.81
"Nov 29, 2016",735.6
"Nov 30, 2016",745.69
"Dec 01, 2016",756.77
"Dec 02, 2016",777.94
"Dec 03, 2016",771.15
"Dec 04, 2016",773.87
"Dec 05, 2016",758.7
"Dec 06, 2016",764.22
"Dec 07, 2016",768.13
"Dec 08, 2016",770.81
"Dec 09, 2016",772.79
"Dec 10, 2016",774.65
"Dec 11, 2016",769.73
"Dec 12, 2016",780.09
"Dec 13, 2016",780.56
"Dec 14, 2016",781.48
"Dec 15, 2016",778.09
"Dec 16, 2016",784.91
"Dec 17, 2016",790.83
"Dec 18, 2016",790.53
"Dec 19, 2016",792.71
"Dec 20, 2016",800.88
"Dec 21, 2016",834.28
"Dec 22, 2016",864.54
"Dec 23, 2016",921.98
"Dec 24, 2016",898.82
"Dec 25, 2016",896.18
"Dec 26, 2016",907.61
"Dec 27, 2016",933.2
"Dec 28, 2016",975.92
"Dec 29, 2016",973.5
"Dec 30, 2016",961.24
"Dec 31, 2016",963.74
"Jan 01, 2017",998.33
"Jan 02, 2017",1021.75
"Jan 03, 2017",1043.84
"Jan 04, 2017",1154.73
"Jan 05, 2017",1013.38
"Jan 06, 2017",902.2
"Jan 07, 2017",908.59
"Jan 08, 2017",911.2
"Jan 09, 2017",902.83
"Jan 10, 2017",907.68
"Jan 11, 2017",777.76
"Jan 12, 2017",804.83
"Jan 13, 2017",823.98
"Jan 14, 2017",818.41
"Jan 15, 2017",821.8
"Jan 16, 2017",831.53
"Jan 17, 2017",907.94
"Jan 18, 2017",886.62
"Jan 19, 2017",899.07
"Jan 20, 2017",895.03
"Jan 21, 2017",921.79
"Jan 22, 2017",924.67
"Jan 23, 2017",921.01
"Jan 24, 2017",892.69
"Jan 25, 2017",901.54
"Jan 26, 2017",917.59
"Jan 27, 2017",919.75
"Jan 28, 2017",921.59
"Jan 29, 2017",919.5
"Jan 30, 2017",920.38
"Jan 31, 2017",970.4
"Feb 01, 2017",989.02
"Feb 02, 2017",1011.8
"Feb 03, 2017",1029.91
"Feb 04, 2017",1042.9
"Feb 05, 2017",1027.34
"Feb 06, 2017",1038.15
"Feb 07, 2017",1061.35
"Feb 08, 2017",1063.07
"Feb 09, 2017",994.38
"Feb 10, 2017",988.67
"Feb 11, 2017",1004.45
"Feb 12, 2017",999.18
"Feb 13, 2017",990.64
"Feb 14, 2017",1004.55
"Feb 15, 2017",1007.48
"Feb 16, 2017",1027.44
"Feb 17, 2017",1046.21
"Feb 18, 2017",1054.42
"Feb 19, 2017",1047.87
"Feb 20, 2017",1079.98
"Feb 21, 2017",1115.3
"Feb 22, 2017",1117.44
"Feb 23, 2017",1166.72
"Feb 24, 2017",1173.68
"Feb 25, 2017",1143.84
"Feb 26, 2017",1165.2
"Feb 27, 2017",1179.97
"Feb 28, 2017",1179.97
"Mar 01, 2017",1222.5
"Mar 02, 2017",1251.01
"Mar 03, 2017",1274.99
"Mar 04, 2017",1255.15
"Mar 05, 2017",1267.12
"Mar 06, 2017",1272.83
"Mar 07, 2017",1223.54
"Mar 08, 2017",1150
"Mar 09, 2017",1188.49
"Mar 10, 2017",1116.72
"Mar 11, 2017",1175.83
"Mar 12, 2017",1221.38
"Mar 13, 2017",1231.92
"Mar 14, 2017",1240
"Mar 15, 2017",1249.61
"Mar 16, 2017",1187.81
"Mar 17, 2017",1100.23
"Mar 18, 2017",973.82
"Mar 19, 2017",1036.74
"Mar 20, 2017",1054.23
"Mar 21, 2017",1120.54
"Mar 22, 2017",1049.14
"Mar 23, 2017",1038.59
"Mar 24, 2017",937.52
"Mar 25, 2017",972.78
"Mar 26, 2017",966.73
"Mar 27, 2017",1045.77
"Mar 28, 2017",1047.15
"Mar 29, 2017",1039.97
"Mar 30, 2017",1026.43
"Mar 31, 2017",1071.79
"Apr 01, 2017",1080.5
"Apr 02, 2017",1102.17
"Apr 03, 2017",1143.81
"Apr 04, 2017",1133.25
"Apr 05, 2017",1124.78
"Apr 06, 2017",1182.68
"Apr 07, 2017",1176.9
"Apr 08, 2017",1175.95
"Apr 09, 2017",1187.87
"Apr 10, 2017",1187.13
"Apr 11, 2017",1205.01
"Apr 12, 2017",1200.37
"Apr 13, 2017",1169.28
"Apr 14, 2017",1167.54
"Apr 15, 2017",1172.52
"Apr 16, 2017",1182.94
"Apr 17, 2017",1193.91
"Apr 18, 2017",1211.67
"Apr 19, 2017",1210.29
"Apr 20, 2017",1229.08
"Apr 21, 2017",1222.05
"Apr 22, 2017",1231.71
"Apr 23, 2017",1207.21
"Apr 24, 2017",1250.15
"Apr 25, 2017",1265.49
"Apr 26, 2017",1281.08
"Apr 27, 2017",1317.73
"Apr 28, 2017",1316.48
"Apr 29, 2017",1321.79
"Apr 30, 2017",1347.89
"May 01, 2017",1421.6
"May 02, 2017",1452.82
"May 03, 2017",1490.09
"May 04, 2017",1537.67
"May 05, 2017",1555.45
"May 06, 2017",1578.8
"May 07, 2017",1596.71
"May 08, 2017",1723.35
"May 09, 2017",1755.36
"May 10, 2017",1787.13
"May 11, 2017",1848.57
"May 12, 2017",1724.24
"May 13, 2017",1804.91
"May 14, 2017",1808.91
"May 15, 2017",1738.43
"May 16, 2017",1734.45
"May 17, 2017",1839.09
"May 18, 2017",1888.65
"May 19, 2017",1987.71
"May 20, 2017",2084.73
"May 21, 2017",2041.2
"May 22, 2017",2173.4
"May 23, 2017",2320.42
"May 24, 2017",2443.64
"May 25, 2017",2304.98
"May 26, 2017",2202.42
"May 27, 2017",2038.87
"May 28, 2017",2155.8
"May 29, 2017",2255.61
"May 30, 2017",2175.47
"May 31, 2017",2286.41
"Jun 01, 2017",2407.88
"Jun 02, 2017",2488.55
"Jun 03, 2017",2515.35
"Jun 04, 2017",2511.81
"Jun 05, 2017",2686.81
"Jun 06, 2017",2863.2
"Jun 07, 2017",2732.16
"Jun 08, 2017",2805.62
"Jun 09, 2017",2823.81
"Jun 10, 2017",2947.71
"Jun 11, 2017",2958.11
"Jun 12, 2017",2659.63
"Jun 13, 2017",2717.02
"Jun 14, 2017",2506.37
"Jun 15, 2017",2464.58
"Jun 16, 2017",2518.56
"Jun 17, 2017",2655.88
"Jun 18, 2017",2548.29
"Jun 19, 2017",2589.6
"Jun 20, 2017",2721.79
"Jun 21, 2017",2689.1
"Jun 22, 2017",2705.41
"Jun 23, 2017",2744.91
"Jun 24, 2017",2608.72
"Jun 25, 2017",2589.41
"Jun 26, 2017",2478.45
"Jun 27, 2017",2552.45
"Jun 28, 2017",2574.79
"Jun 29, 2017",2539.32
"Jun 30, 2017",2480.84
"Jul 01, 2017",2434.55
"Jul 02, 2017",2506.47
"Jul 03, 2017",2564.06
"Jul 04, 2017",2601.64
"Jul 05, 2017",2601.99
"Jul 06, 2017",2608.56
"Jul 07, 2017",2518.66
"Jul 08, 2017",2571.34
"Jul 09, 2017",2518.44
"Jul 10, 2017",2372.56
"Jul 11, 2017",2337.79
"Jul 12, 2017",2398.84
"Jul 13, 2017",2357.9
"Jul 14, 2017",2233.34
"Jul 15, 2017",1998.86
"Jul 16, 2017",1929.82
"Jul 17, 2017",2228.41
"Jul 18, 2017",2318.88
"Jul 19, 2017",2273.43
"Jul 20, 2017",2817.6
"Jul 21, 2017",2667.76
"Jul 22, 2017",2810.12
"Jul 23, 2017",2730.4
"Jul 24, 2017",2754.86
"Jul 25, 2017",2576.48
"Jul 26, 2017",2529.45
"Jul 27, 2017",2671.78
"Jul 28, 2017",2809.01
"Jul 29, 2017",2726.45
"Jul 30, 2017",2757.18
"Jul 31, 2017",2875.34
"Aug 01, 2017",2718.26
"Aug 02, 2017",2710.67
"Aug 03, 2017",2804.73
"Aug 04, 2017",2895.89
"Aug 05, 2017",3252.91
"Aug 06, 2017",3213.94
"Aug 07, 2017",3378.94
"Aug 08, 2017",3419.94
"Aug 09, 2017",3342.47
"Aug 10, 2017",3381.28
"Aug 11, 2017",3650.62
"Aug 12, 2017",3884.71
"Aug 13, 2017",4073.26
"Aug 14, 2017",4325.13
"Aug 15, 2017",4181.93
"Aug 16, 2017",4376.63
"Aug 17, 2017",4331.69
"Aug 18, 2017",4160.62
"Aug 19, 2017",4193.7
"Aug 20, 2017",4087.66
"Aug 21, 2017",4001.74
"Aug 22, 2017",4100.52
"Aug 23, 2017",4151.52
"Aug 24, 2017",4334.68
"Aug 25, 2017",4371.6
"Aug 26, 2017",4352.4
"Aug 27, 2017",4382.88
"Aug 28, 2017",4382.66
"Aug 29, 2017",4579.02
"Aug 30, 2017",4565.3
"Aug 31, 2017",4703.39
"Sep 01, 2017",4892.01
"Sep 02, 2017",4578.77
"Sep 03, 2017",4582.96
"Sep 04, 2017",4236.31
"Sep 05, 2017",4376.53
"Sep 06, 2017",4597.12
"Sep 07, 2017",4599.88
"Sep 08, 2017",4228.75
"Sep 09, 2017",4226.06
"Sep 10, 2017",4122.94
"Sep 11, 2017",4161.27
"Sep 12, 2017",4130.81
"Sep 13, 2017",3882.59
"Sep 14, 2017",3154.95
"Sep 15, 2017",3637.52
"Sep 16, 2017",3625.04
"Sep 17, 2017",3582.88
"Sep 18, 2017",4065.2
"Sep 19, 2017",3924.97
"Sep 20, 2017",3905.95
"Sep 21, 2017",3631.04
"Sep 22, 2017",3630.7
"Sep 23, 2017",3792.4
"Sep 24, 2017",3682.84
"Sep 25, 2017",3926.07
"Sep 26, 2017",3892.35
"Sep 27, 2017",4200.67
"Sep 28, 2017",4174.73
"Sep 29, 2017",4163.07
"Sep 30, 2017",4338.71
"Oct 01, 2017",4403.74
"Oct 02, 2017",4409.32
"Oct 03, 2017",4317.48
